longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-117.08,33.01,5.0,5659.0,931.0,2565.0,902.0,6,238700.0
-117.08,32.97,3.0,17466.0,3336.0,7644.0,2895.0,5,246500.0
-117.08,32.93,5.0,14944.0,2490.0,6600.0,2407.0,6,308300.0
-117.08,32.91,9.0,1547.0,218.0,683.0,231.0,8,327900.0
-117.08,32.91,16.0,1653.0,228.0,690.0,224.0,7,248400.0
-117.08,32.83,7.0,13703.0,2352.0,4446.0,1856.0,6,260600.0
-117.08,32.82,10.0,5177.0,856.0,2190.0,816.0,6,271700.0
-117.08,32.8,25.0,2963.0,552.0,1162.0,556.0,4,184500.0
-117.08,32.78,21.0,2919.0,496.0,984.0,443.0,5,222800.0
-117.08,32.77,31.0,1070.0,155.0,426.0,153.0,6,219200.0
-117.08,32.77,25.0,3911.0,849.0,1580.0,767.0,3,184100.0
-117.08,32.76,27.0,1221.0,254.0,606.0,259.0,3,155400.0
-117.08,32.76,20.0,2547.0,785.0,1199.0,643.0,2,140300.0
-117.08,32.76,18.0,1704.0,596.0,1639.0,548.0,2,125000.0
-117.08,32.75,20.0,1989.0,508.0,1452.0,462.0,2,118300.0
-117.08,32.75,16.0,1111.0,328.0,930.0,303.0,1,128100.0
-117.08,32.75,15.0,1821.0,516.0,1385.0,439.0,3,95300.0
-117.08,32.74,33.0,3260.0,673.0,1784.0,666.0,4,126500.0
-117.08,32.74,26.0,2359.0,622.0,2067.0,581.0,2,124700.0
-117.08,32.73,36.0,3331.0,643.0,1903.0,622.0,4,122000.0
-117.08,32.73,36.0,1158.0,218.0,619.0,233.0,4,122500.0
-117.08,32.73,19.0,2935.0,763.0,1953.0,720.0,1,111300.0
-117.08,32.71,27.0,2204.0,598.0,1656.0,521.0,1,86200.0
-117.08,32.7,37.0,2176.0,418.0,1301.0,375.0,3,98900.0
-117.08,32.7,36.0,2103.0,390.0,1279.0,392.0,2,97000.0
-117.08,32.69,36.0,1571.0,284.0,1001.0,268.0,4,111400.0
-117.08,32.69,31.0,2558.0,487.0,1938.0,492.0,3,117000.0
-117.08,32.68,26.0,3071.0,615.0,2156.0,568.0,3,112400.0
-117.08,32.68,19.0,3635.0,1078.0,3127.0,1098.0,1,122600.0
-117.08,32.67,31.0,3008.0,764.0,2088.0,757.0,3,118200.0
-117.08,32.66,43.0,1004.0,236.0,839.0,235.0,3,103400.0
-117.08,32.65,28.0,2296.0,603.0,1277.0,550.0,2,123800.0
-117.08,32.65,17.0,2633.0,712.0,1487.0,694.0,3,147000.0
-117.08,32.64,38.0,917.0,256.0,494.0,233.0,2,150000.0
-117.08,32.64,11.0,1651.0,533.0,947.0,515.0,2,141700.0
-117.08,32.63,33.0,2891.0,793.0,1607.0,754.0,2,139800.0
-117.08,32.63,30.0,2504.0,559.0,1827.0,490.0,3,159400.0
-117.08,32.63,28.0,2080.0,427.0,1266.0,434.0,2,146300.0
-117.08,32.62,36.0,1674.0,309.0,818.0,307.0,3,150400.0
-117.08,32.62,28.0,2468.0,506.0,1353.0,522.0,3,158600.0
-117.08,32.62,16.0,5192.0,1381.0,3261.0,1321.0,2,151900.0
-117.08,32.61,27.0,2264.0,525.0,1485.0,468.0,3,149100.0
-117.08,32.6,24.0,1901.0,490.0,1334.0,476.0,2,121900.0
-117.08,32.59,8.0,2888.0,662.0,2441.0,683.0,3,153000.0
-117.08,32.59,30.0,144.0,52.0,220.0,48.0,2,134400.0
-117.08,32.58,22.0,2128.0,477.0,1420.0,450.0,3,131000.0
-117.08,32.57,9.0,6298.0,1512.0,4451.0,1456.0,3,88300.0
-117.09,34.22,16.0,1347.0,327.0,271.0,91.0,4,87500.0
-117.09,34.07,24.0,6260.0,1271.0,3132.0,1189.0,3,103000.0
-117.09,33.71,13.0,1974.0,426.0,1276.0,408.0,2,90500.0
-117.09,33.15,13.0,3958.0,865.0,1981.0,840.0,3,137500.0
-117.09,33.13,9.0,5685.0,1442.0,3773.0,1250.0,3,129900.0
-117.09,33.12,11.0,567.0,184.0,620.0,163.0,3,122500.0
-117.09,33.11,32.0,1713.0,321.0,891.0,286.0,3,171600.0
-117.09,33.1,21.0,2876.0,539.0,1387.0,499.0,4,177000.0
-117.09,32.99,18.0,3215.0,588.0,1618.0,509.0,5,216800.0
-117.09,32.99,16.0,2175.0,327.0,1037.0,326.0,5,201400.0
-117.09,32.98,23.0,1125.0,273.0,687.0,308.0,2,268800.0
-117.09,32.91,9.0,2012.0,316.0,802.0,289.0,7,255700.0
-117.09,32.91,16.0,2005.0,266.0,827.0,270.0,7,282200.0
-117.09,32.9,16.0,1989.0,290.0,814.0,291.0,6,255100.0
-117.09,32.83,15.0,4138.0,636.0,2001.0,677.0,5,264000.0
-117.09,32.81,7.0,6100.0,1185.0,2710.0,1040.0,6,288200.0
-117.09,32.8,36.0,2163.0,367.0,915.0,360.0,5,174100.0
-117.09,32.8,15.0,666.0,152.0,247.0,164.0,2,131300.0
-117.09,32.79,36.0,1936.0,345.0,861.0,343.0,4,170000.0
-117.09,32.79,36.0,1529.0,266.0,683.0,260.0,4,171200.0
-117.09,32.79,20.0,2183.0,534.0,999.0,496.0,3,169700.0
-117.09,32.78,28.0,1708.0,393.0,816.0,393.0,3,165300.0
-117.09,32.77,38.0,2065.0,374.0,812.0,343.0,3,216500.0
-117.09,32.77,31.0,3062.0,596.0,1263.0,539.0,3,291500.0
-117.09,32.76,44.0,1139.0,214.0,470.0,217.0,4,203100.0
-117.09,32.76,43.0,3889.0,711.0,1466.0,663.0,4,223000.0
-117.09,32.76,31.0,2567.0,624.0,1255.0,582.0,3,159100.0
-117.09,32.76,31.0,1235.0,387.0,816.0,397.0,2,122500.0
-117.09,32.76,10.0,1922.0,577.0,1595.0,545.0,2,118800.0
-117.09,32.75,30.0,1899.0,546.0,1620.0,493.0,2,84400.0
-117.09,32.75,28.0,1220.0,391.0,1286.0,396.0,1,105000.0
-117.09,32.75,24.0,1245.0,376.0,1230.0,362.0,2,95000.0
-117.09,32.75,20.0,1701.0,503.0,1482.0,465.0,2,95500.0
-117.09,32.74,23.0,3130.0,779.0,2472.0,744.0,2,93200.0
-117.09,32.73,26.0,3114.0,686.0,1948.0,660.0,3,124100.0
-117.09,32.72,39.0,1273.0,246.0,770.0,242.0,2,102500.0
-117.09,32.72,33.0,1096.0,240.0,716.0,224.0,2,111800.0
-117.09,32.71,29.0,2238.0,523.0,2061.0,504.0,3,96800.0
-117.09,32.71,12.0,3375.0,945.0,2357.0,808.0,2,106300.0
-117.09,32.7,22.0,2409.0,582.0,1887.0,578.0,1,94200.0
-117.09,32.69,20.0,1102.0,205.0,852.0,217.0,3,108300.0
-117.09,32.69,18.0,1645.0,430.0,1221.0,410.0,1,108000.0
-117.09,32.68,30.0,2662.0,653.0,1997.0,605.0,3,120600.0
-117.09,32.68,29.0,1792.0,449.0,1650.0,396.0,2,100000.0
-117.09,32.68,20.0,2569.0,737.0,2341.0,705.0,2,104900.0
-117.09,32.67,37.0,1157.0,332.0,983.0,306.0,2,117000.0
-117.09,32.67,31.0,2051.0,549.0,1581.0,538.0,2,108900.0
-117.09,32.66,46.0,844.0,147.0,423.0,161.0,3,136300.0
-117.09,32.66,38.0,833.0,206.0,570.0,182.0,2,127100.0
-117.09,32.65,25.0,3509.0,985.0,2359.0,899.0,3,150000.0
-117.09,32.65,20.0,1445.0,323.0,573.0,334.0,3,145800.0
-117.09,32.64,38.0,2095.0,536.0,1240.0,550.0,3,145900.0
-117.09,32.64,30.0,3171.0,862.0,2126.0,800.0,3,142700.0
-117.09,32.64,24.0,3613.0,973.0,2002.0,931.0,2,147500.0
-117.09,32.64,20.0,1999.0,651.0,1302.0,592.0,2,57500.0
-117.09,32.63,33.0,620.0,161.0,420.0,164.0,2,150000.0
-117.09,32.63,27.0,2920.0,770.0,1935.0,746.0,2,67500.0
-117.09,32.62,37.0,1925.0,428.0,1344.0,426.0,2,129700.0
-117.09,32.62,34.0,1576.0,364.0,1153.0,381.0,2,129700.0
-117.09,32.61,23.0,1157.0,309.0,640.0,313.0,2,118800.0
-117.09,32.61,21.0,1945.0,430.0,1335.0,419.0,4,113000.0
-117.09,32.58,12.0,2565.0,567.0,1785.0,545.0,3,135300.0
-117.09,32.57,23.0,1817.0,323.0,1371.0,327.0,4,139500.0
-117.09,32.57,17.0,444.0,83.0,357.0,87.0,5,138900.0
-117.09,32.57,10.0,2198.0,368.0,1645.0,350.0,5,160700.0
-117.09,32.55,8.0,6533.0,1217.0,4797.0,1177.0,4,144400.0
-117.1,34.57,6.0,5110.0,1044.0,1938.0,724.0,3,112800.0
-117.1,34.21,22.0,4397.0,931.0,1145.0,445.0,5,108400.0
-117.1,34.03,24.0,4144.0,826.0,2127.0,772.0,3,96000.0
-117.1,33.56,6.0,1868.0,289.0,750.0,247.0,4,307600.0
-117.1,33.36,19.0,3518.0,658.0,2091.0,610.0,3,168800.0
-117.1,33.17,12.0,2465.0,412.0,1226.0,428.0,5,183800.0
-117.1,33.15,5.0,3159.0,685.0,1398.0,581.0,3,161100.0
-117.1,33.14,7.0,10665.0,2576.0,4917.0,2424.0,2,159500.0
-117.1,33.12,12.0,961.0,342.0,315.0,201.0,1,275000.0
-117.1,33.0,5.0,15502.0,2613.0,7417.0,2358.0,6,261100.0
-117.1,32.97,17.0,3167.0,861.0,2098.0,828.0,2,85800.0
-117.1,32.96,7.0,3619.0,770.0,1134.0,482.0,4,167600.0
-117.1,32.9,16.0,2994.0,445.0,1047.0,437.0,5,184300.0
-117.1,32.83,16.0,4214.0,744.0,1820.0,699.0,4,179500.0
-117.1,32.77,49.0,4449.0,711.0,1606.0,709.0,6,281600.0
-117.1,32.76,52.0,2606.0,426.0,883.0,380.0,4,270800.0
-117.1,32.76,31.0,987.0,267.0,619.0,250.0,3,151800.0
-117.1,32.76,30.0,1835.0,474.0,934.0,415.0,3,139600.0
-117.1,32.75,23.0,1858.0,551.0,1506.0,492.0,2,85200.0
-117.1,32.75,21.0,2063.0,609.0,1686.0,558.0,1,94800.0
-117.1,32.75,20.0,2355.0,722.0,1848.0,576.0,2,99200.0
-117.1,32.75,16.0,2426.0,799.0,1505.0,754.0,2,103400.0
-117.1,32.75,15.0,2422.0,774.0,2120.0,715.0,1,92400.0
-117.1,32.75,11.0,1976.0,548.0,1528.0,512.0,1,89800.0
-117.1,32.74,30.0,1772.0,500.0,1389.0,447.0,2,94100.0
-117.1,32.74,14.0,2361.0,601.0,1831.0,526.0,2,93400.0
-117.1,32.73,24.0,2927.0,704.0,2005.0,668.0,2,102900.0
-117.1,32.72,5.0,1615.0,387.0,1094.0,394.0,2,137200.0
-117.1,32.71,9.0,1931.0,472.0,1628.0,445.0,2,92600.0
-117.1,32.71,25.0,939.0,247.0,1003.0,240.0,2,87900.0
-117.1,32.7,42.0,2002.0,488.0,1505.0,464.0,2,86300.0
-117.1,32.7,28.0,633.0,137.0,525.0,170.0,4,95600.0
-117.1,32.69,37.0,1269.0,340.0,1369.0,302.0,2,87200.0
-117.1,32.69,35.0,1292.0,272.0,1183.0,272.0,2,98000.0
-117.1,32.69,29.0,4174.0,1195.0,3675.0,1124.0,2,103600.0
-117.1,32.69,11.0,3071.0,911.0,2812.0,774.0,1,83100.0
-117.1,32.68,49.0,1412.0,350.0,1200.0,332.0,2,93600.0
-117.1,32.68,47.0,771.0,224.0,637.0,212.0,2,90300.0
-117.1,32.68,47.0,1044.0,274.0,1003.0,280.0,2,97800.0
-117.1,32.68,20.0,1012.0,269.0,837.0,240.0,2,88900.0
-117.1,32.67,26.0,2629.0,763.0,2721.0,767.0,2,109100.0
-117.1,32.67,22.0,1690.0,541.0,1669.0,494.0,2,110600.0
-117.1,32.67,15.0,1635.0,553.0,1347.0,597.0,1,92900.0
-117.1,32.66,27.0,1782.0,560.0,1785.0,560.0,2,106300.0
-117.1,32.64,29.0,1578.0,460.0,1236.0,461.0,3,134700.0
-117.1,32.59,21.0,2350.0,667.0,1621.0,613.0,2,87500.0
-117.1,32.58,29.0,1061.0,202.0,759.0,206.0,5,136800.0
-117.1,32.58,27.0,2616.0,591.0,1889.0,577.0,2,127600.0
-117.1,32.58,23.0,1662.0,377.0,1318.0,386.0,2,120800.0
-117.1,32.58,17.0,2046.0,559.0,1585.0,530.0,2,132800.0
-117.1,32.57,26.0,2343.0,371.0,1221.0,372.0,4,144900.0
-117.1,32.57,14.0,5058.0,1299.0,3662.0,1193.0,2,133700.0
-117.1,32.56,16.0,2687.0,501.0,1502.0,480.0,4,146800.0
-117.11,34.43,14.0,3026.0,556.0,1349.0,485.0,3,111200.0
-117.11,33.98,25.0,1254.0,312.0,715.0,301.0,3,149000.0
-117.11,33.83,14.0,2715.0,500.0,1540.0,464.0,4,139600.0
-117.11,33.78,13.0,1914.0,339.0,930.0,304.0,4,161200.0
-117.11,33.75,17.0,4174.0,851.0,1845.0,780.0,2,96100.0
-117.11,33.74,18.0,4799.0,1035.0,1966.0,944.0,2,71300.0
-117.11,33.23,13.0,5819.0,919.0,2228.0,866.0,5,298100.0
-117.11,33.19,15.0,3154.0,488.0,1656.0,429.0,5,222400.0
-117.11,33.15,14.0,8374.0,1407.0,2916.0,1295.0,5,191100.0
-117.11,33.14,10.0,3208.0,636.0,1395.0,582.0,3,190500.0
-117.11,33.12,46.0,52.0,13.0,59.0,13.0,4,200000.0
-117.11,33.11,17.0,2641.0,627.0,1167.0,647.0,2,132400.0
-117.11,32.97,9.0,1531.0,242.0,850.0,240.0,6,263600.0
-117.11,32.95,11.0,4694.0,824.0,2223.0,783.0,5,231800.0
-117.11,32.91,15.0,1840.0,235.0,855.0,241.0,8,310600.0
-117.11,32.9,16.0,2043.0,388.0,705.0,352.0,4,161500.0
-117.11,32.84,16.0,4608.0,629.0,2020.0,636.0,6,243000.0
-117.11,32.82,16.0,4241.0,892.0,1771.0,864.0,4,166500.0
-117.11,32.82,16.0,3980.0,682.0,3174.0,647.0,3,175000.0
-117.11,32.81,15.0,3428.0,491.0,2303.0,486.0,3,67500.0
-117.11,32.8,17.0,3890.0,586.0,2791.0,595.0,3,67500.0
-117.11,32.79,16.0,2574.0,771.0,1129.0,721.0,3,96900.0
-117.11,32.79,16.0,1791.0,518.0,1006.0,491.0,4,129300.0
-117.11,32.78,16.0,2470.0,830.0,1170.0,724.0,4,73500.0
-117.11,32.78,16.0,2220.0,512.0,930.0,527.0,4,133200.0
-117.11,32.77,52.0,1506.0,233.0,478.0,240.0,4,300000.0
-117.11,32.77,52.0,1484.0,224.0,498.0,223.0,7,331400.0
-117.11,32.77,50.0,1729.0,355.0,617.0,337.0,4,167000.0
-117.11,32.77,48.0,1502.0,272.0,590.0,265.0,3,190300.0
-117.11,32.76,29.0,2030.0,545.0,1014.0,518.0,2,114200.0
-117.11,32.76,28.0,1457.0,397.0,672.0,342.0,2,122700.0
-117.11,32.76,21.0,2226.0,600.0,1085.0,533.0,2,126300.0
-117.11,32.76,19.0,2188.0,616.0,1304.0,607.0,2,114400.0
-117.11,32.75,46.0,695.0,182.0,601.0,195.0,2,90600.0
-117.11,32.75,34.0,2131.0,594.0,1373.0,562.0,2,102100.0
-117.11,32.75,21.0,2127.0,658.0,1812.0,603.0,2,100000.0
-117.11,32.75,20.0,1667.0,469.0,1292.0,445.0,2,101100.0
-117.11,32.75,11.0,1607.0,478.0,1384.0,450.0,2,100000.0
-117.11,32.74,33.0,1126.0,267.0,621.0,241.0,3,123100.0
-117.11,32.74,25.0,684.0,190.0,665.0,187.0,2,90300.0
-117.11,32.74,25.0,2846.0,644.0,2272.0,632.0,2,98700.0
-117.11,32.73,35.0,1689.0,397.0,1135.0,366.0,2,97300.0
-117.11,32.73,34.0,1096.0,221.0,574.0,223.0,4,126700.0
-117.11,32.72,25.0,1491.0,348.0,1183.0,316.0,2,88600.0
-117.11,32.71,30.0,1729.0,457.0,1673.0,460.0,2,85900.0
-117.11,32.71,29.0,1040.0,291.0,1054.0,297.0,1,83200.0
-117.11,32.7,37.0,2045.0,502.0,1920.0,472.0,2,83300.0
-117.11,32.7,34.0,2028.0,522.0,1797.0,464.0,2,79400.0
-117.11,32.7,33.0,1980.0,488.0,1626.0,428.0,1,86400.0
-117.11,32.69,39.0,395.0,159.0,620.0,162.0,3,86500.0
-117.11,32.69,37.0,2395.0,627.0,2489.0,599.0,2,86300.0
-117.11,32.69,36.0,1421.0,367.0,1418.0,355.0,2,93400.0
-117.11,32.69,34.0,1144.0,295.0,1271.0,302.0,2,91800.0
-117.11,32.68,36.0,26.0,14.0,58.0,23.0,2,125000.0
-117.11,32.67,52.0,280.0,71.0,217.0,71.0,1,83300.0
-117.11,32.67,52.0,204.0,74.0,248.0,57.0,2,47500.0
-117.11,32.67,46.0,928.0,236.0,790.0,235.0,2,92500.0
-117.11,32.67,43.0,515.0,146.0,445.0,140.0,2,93000.0
-117.11,32.64,23.0,1619.0,447.0,1025.0,415.0,2,67500.0
-117.11,32.62,27.0,1846.0,509.0,1078.0,482.0,2,131500.0
-117.11,32.59,18.0,2329.0,580.0,1538.0,567.0,2,153100.0
-117.11,32.59,17.0,2020.0,534.0,1529.0,500.0,2,143200.0
-117.11,32.58,28.0,1869.0,407.0,1074.0,344.0,3,135600.0
-117.11,32.58,21.0,2894.0,685.0,2109.0,712.0,2,125000.0
-117.12,34.46,17.0,1613.0,326.0,765.0,300.0,3,110400.0
-117.12,34.06,38.0,281.0,55.0,151.0,52.0,1,120800.0
-117.12,34.04,25.0,2495.0,438.0,1071.0,405.0,5,146600.0
-117.12,33.52,4.0,30401.0,4957.0,13251.0,4339.0,5,212300.0
-117.12,33.27,11.0,3016.0,601.0,1727.0,541.0,5,232800.0
-117.12,33.15,7.0,2810.0,464.0,1564.0,457.0,4,182800.0
-117.12,33.14,16.0,1710.0,272.0,1025.0,267.0,4,163600.0
-117.12,33.14,12.0,2363.0,408.0,1211.0,396.0,4,172600.0
-117.12,33.07,45.0,1032.0,235.0,363.0,177.0,4,186600.0
-117.12,32.96,16.0,3050.0,559.0,1444.0,512.0,5,156300.0
-117.12,32.96,15.0,2869.0,405.0,1526.0,402.0,6,238300.0
-117.12,32.95,8.0,3670.0,536.0,1723.0,592.0,6,218100.0
-117.12,32.95,4.0,9018.0,1572.0,4438.0,1498.0,5,263700.0
-117.12,32.93,7.0,1427.0,243.0,927.0,239.0,5,218900.0
-117.12,32.91,8.0,3405.0,961.0,1742.0,918.0,3,114600.0
-117.12,32.9,14.0,3249.0,937.0,1929.0,838.0,3,92500.0
-117.12,32.9,13.0,1743.0,363.0,854.0,353.0,5,138200.0
-117.12,32.8,31.0,1727.0,342.0,879.0,345.0,4,166300.0
-117.12,32.8,29.0,2863.0,534.0,1392.0,522.0,4,174200.0
-117.12,32.78,4.0,2782.0,817.0,1309.0,787.0,4,124200.0
-117.12,32.77,48.0,2012.0,422.0,893.0,394.0,3,175000.0
-117.12,32.77,43.0,2167.0,464.0,977.0,461.0,3,192200.0
-117.12,32.76,33.0,2279.0,591.0,1250.0,576.0,2,139000.0
-117.12,32.76,28.0,2160.0,608.0,1339.0,571.0,2,128100.0
-117.12,32.76,28.0,1605.0,501.0,936.0,460.0,3,147500.0
-117.12,32.76,27.0,1426.0,364.0,792.0,353.0,2,118800.0
-117.12,32.76,23.0,2681.0,717.0,1279.0,648.0,2,116100.0
-117.12,32.76,17.0,1559.0,462.0,821.0,428.0,2,150000.0
-117.12,32.75,37.0,2344.0,546.0,1134.0,513.0,2,118300.0
-117.12,32.75,20.0,1406.0,413.0,850.0,412.0,2,114600.0
-117.12,32.75,17.0,2060.0,633.0,1251.0,602.0,2,119200.0
-117.12,32.75,15.0,2671.0,724.0,1800.0,646.0,2,106700.0
-117.12,32.75,13.0,2795.0,773.0,1869.0,690.0,2,101800.0
-117.12,32.74,52.0,1969.0,389.0,877.0,424.0,4,163400.0
-117.12,32.74,46.0,1898.0,441.0,978.0,439.0,3,155200.0
-117.12,32.73,50.0,2307.0,424.0,887.0,356.0,4,168800.0
-117.12,32.72,36.0,6096.0,1285.0,3093.0,1229.0,3,159100.0
-117.12,32.71,33.0,1256.0,331.0,1315.0,321.0,2,78500.0
-117.12,32.71,24.0,421.0,101.0,396.0,113.0,1,111300.0
-117.12,32.7,38.0,818.0,217.0,953.0,231.0,1,65700.0
-117.12,32.7,37.0,1361.0,348.0,1398.0,328.0,1,78100.0
-117.12,32.7,36.0,1011.0,253.0,763.0,226.0,2,84100.0
-117.12,32.7,14.0,819.0,237.0,827.0,237.0,1,90500.0
-117.12,32.69,46.0,200.0,77.0,180.0,65.0,1,93800.0
-117.12,32.69,37.0,1082.0,294.0,1146.0,265.0,2,88500.0
-117.12,32.58,34.0,2003.0,466.0,1226.0,443.0,3,136700.0
-117.12,32.58,26.0,1360.0,309.0,869.0,328.0,3,131600.0
-117.12,32.57,21.0,1738.0,295.0,983.0,298.0,5,174100.0
-117.12,32.56,20.0,2524.0,682.0,1819.0,560.0,3,257700.0
-117.13,34.88,21.0,3254.0,669.0,1548.0,545.0,2,57100.0
-117.13,34.39,29.0,2251.0,464.0,855.0,315.0,3,104100.0
-117.13,34.24,17.0,2828.0,506.0,673.0,274.0,5,144100.0
-117.13,34.17,17.0,1181.0,271.0,248.0,114.0,6,150000.0
-117.13,34.06,4.0,3078.0,510.0,1341.0,486.0,5,163200.0
-117.13,33.89,4.0,1611.0,239.0,275.0,84.0,4,244400.0
-117.13,33.15,15.0,2241.0,381.0,997.0,390.0,3,193200.0
-117.13,33.14,5.0,2618.0,539.0,1320.0,512.0,4,171400.0
-117.13,33.14,16.0,1649.0,278.0,993.0,277.0,5,170700.0
-117.13,33.14,12.0,2258.0,456.0,1147.0,433.0,4,153900.0
-117.13,33.13,17.0,3164.0,652.0,1123.0,699.0,2,80000.0
-117.13,32.97,10.0,3486.0,469.0,1700.0,483.0,6,249500.0
-117.13,32.96,15.0,2267.0,292.0,1180.0,289.0,7,240200.0
-117.13,32.94,15.0,4846.0,825.0,2797.0,823.0,5,180400.0
-117.13,32.93,16.0,2918.0,444.0,1697.0,444.0,5,195500.0
-117.13,32.92,17.0,1481.0,315.0,1002.0,300.0,4,163400.0
-117.13,32.92,16.0,2173.0,399.0,1460.0,393.0,4,169600.0
-117.13,32.92,16.0,1580.0,241.0,917.0,261.0,5,191100.0
-117.13,32.92,16.0,1565.0,257.0,893.0,239.0,6,192300.0
-117.13,32.91,16.0,3230.0,579.0,1825.0,576.0,4,151200.0
-117.13,32.91,15.0,1450.0,266.0,747.0,290.0,4,196300.0
-117.13,32.9,15.0,2785.0,644.0,1798.0,630.0,4,175200.0
-117.13,32.81,26.0,2119.0,444.0,1202.0,440.0,3,166500.0
-117.13,32.81,19.0,2157.0,554.0,1349.0,535.0,3,177400.0
-117.13,32.8,35.0,2129.0,382.0,1044.0,350.0,4,174900.0
-117.13,32.8,33.0,2731.0,456.0,1263.0,445.0,5,175300.0
-117.13,32.8,15.0,1606.0,375.0,784.0,342.0,4,108300.0
-117.13,32.79,35.0,1458.0,262.0,723.0,257.0,4,174100.0
-117.13,32.77,30.0,2582.0,650.0,1098.0,603.0,3,171700.0
-117.13,32.76,33.0,1591.0,461.0,794.0,425.0,3,140000.0
-117.13,32.76,29.0,2568.0,682.0,1191.0,642.0,2,162500.0
-117.13,32.76,27.0,2280.0,695.0,1235.0,664.0,2,142900.0
-117.13,32.76,22.0,2623.0,732.0,1283.0,718.0,2,127100.0
-117.13,32.75,50.0,1476.0,354.0,698.0,354.0,3,168800.0
-117.13,32.75,37.0,4142.0,1031.0,1936.0,968.0,3,174100.0
-117.13,32.75,31.0,2336.0,656.0,1186.0,609.0,3,130600.0
-117.13,32.75,28.0,2279.0,671.0,1166.0,623.0,2,150000.0
-117.13,32.75,24.0,1877.0,519.0,898.0,483.0,2,112500.0
-117.13,32.75,23.0,3999.0,1182.0,2051.0,1130.0,2,135000.0
-117.13,32.75,20.0,2271.0,602.0,992.0,520.0,2,157600.0
-117.13,32.74,52.0,1512.0,321.0,651.0,321.0,4,185300.0
-117.13,32.74,50.0,1527.0,338.0,728.0,322.0,3,203200.0
-117.13,32.74,46.0,3355.0,768.0,1457.0,708.0,3,170100.0
-117.13,32.73,52.0,2676.0,557.0,1181.0,537.0,4,213100.0
-117.13,32.73,52.0,1911.0,415.0,777.0,412.0,2,221100.0
-117.13,32.73,52.0,1148.0,214.0,481.0,215.0,5,240900.0
-117.13,32.73,43.0,2706.0,667.0,1531.0,614.0,2,145000.0
-117.13,32.72,9.0,2436.0,720.0,1780.0,653.0,2,137500.0
-117.13,32.72,52.0,1560.0,307.0,757.0,315.0,3,199100.0
-117.13,32.72,43.0,2160.0,504.0,1221.0,452.0,2,140600.0
-117.13,32.72,32.0,2197.0,623.0,1784.0,599.0,2,120300.0
-117.13,32.72,19.0,1341.0,435.0,1048.0,360.0,2,117900.0
-117.13,32.72,17.0,1285.0,423.0,1208.0,409.0,2,126600.0
-117.13,32.71,44.0,1697.0,413.0,1396.0,363.0,2,83300.0
-117.13,32.71,42.0,1145.0,314.0,1114.0,307.0,1,87500.0
-117.13,32.71,38.0,993.0,246.0,760.0,205.0,1,82700.0
-117.13,32.71,37.0,1220.0,325.0,1472.0,323.0,2,81500.0
-117.13,32.71,35.0,614.0,180.0,691.0,164.0,2,81300.0
-117.13,32.7,48.0,786.0,230.0,917.0,231.0,2,75600.0
-117.13,32.7,42.0,1210.0,292.0,945.0,258.0,1,78900.0
-117.13,32.7,38.0,1445.0,392.0,1286.0,357.0,1,80200.0
-117.13,32.7,35.0,1179.0,344.0,1372.0,330.0,2,70200.0
-117.13,32.63,10.0,7374.0,1157.0,1900.0,794.0,9,478500.0
-117.13,32.58,32.0,1870.0,437.0,1142.0,426.0,2,159400.0
-117.13,32.58,27.0,1417.0,373.0,814.0,348.0,2,195300.0
-117.14,34.75,33.0,552.0,120.0,347.0,97.0,2,100000.0
-117.14,34.07,3.0,5542.0,828.0,2506.0,806.0,6,162000.0
-117.14,34.05,5.0,2634.0,359.0,1173.0,372.0,7,204100.0
-117.14,34.01,26.0,7561.0,1051.0,2909.0,1012.0,7,269600.0
-117.14,33.94,5.0,4873.0,639.0,1947.0,568.0,6,223200.0
-117.14,33.39,17.0,2889.0,587.0,1931.0,510.0,4,208300.0
-117.14,33.23,11.0,4068.0,829.0,918.0,500.0,3,281300.0
-117.14,33.18,11.0,5546.0,974.0,2300.0,970.0,4,199800.0
-117.14,33.16,16.0,1660.0,236.0,733.0,214.0,6,202700.0
-117.14,33.15,17.0,1149.0,182.0,702.0,192.0,6,168400.0
-117.14,33.15,16.0,1129.0,198.0,758.0,178.0,5,174600.0
-117.14,33.12,7.0,6126.0,1032.0,2662.0,923.0,5,264000.0
-117.14,33.07,12.0,9302.0,1603.0,4074.0,1504.0,4,199600.0
-117.14,32.96,12.0,5949.0,799.0,2936.0,781.0,6,241500.0
-117.14,32.93,16.0,2412.0,419.0,1612.0,422.0,5,171100.0
-117.14,32.93,14.0,1946.0,463.0,1205.0,390.0,4,171200.0
-117.14,32.93,12.0,1474.0,364.0,1009.0,372.0,4,166700.0
-117.14,32.92,7.0,1308.0,418.0,766.0,390.0,3,106300.0
-117.14,32.92,6.0,3069.0,750.0,1541.0,736.0,4,132500.0
-117.14,32.92,15.0,3242.0,595.0,1936.0,593.0,5,184700.0
-117.14,32.91,14.0,3014.0,710.0,2165.0,705.0,4,160300.0
-117.14,32.83,25.0,2161.0,462.0,896.0,468.0,2,177500.0
-117.14,32.81,34.0,1748.0,294.0,800.0,294.0,4,179100.0
-117.14,32.8,41.0,2423.0,469.0,1813.0,466.0,2,156900.0
-117.14,32.8,35.0,1267.0,212.0,710.0,204.0,3,169600.0
-117.14,32.79,35.0,3578.0,582.0,1568.0,553.0,5,188600.0
